Question_ID,answer_text,answer_cut,words_num,score
37,细胞质：膜和细胞核之间的区域\核：控制细胞活动的结构\质膜-围绕细胞的“盖子”,细胞质 膜 和 细胞核 之间 的 区域 核 控制 细胞 活动 的 结构 质膜 围绕 细胞 的 盖子 ,18,2
37,单元基本上具有三个基本部分。\质膜：围绕细胞的“盖子”。\细胞核：控制细胞活动的结构\细胞质：细胞膜和细胞核的区域。,单元 基本上 具有 三个 基本 部分 质膜 围绕 细胞 的 盖子 细胞核 控制 细胞 活动 的 结构 细胞质 细胞膜 和 细胞核 的 区域 ,23,2
37,膜：细胞周围的“覆盖物” \细胞质：膜和细胞核之间的区域\核：控制细胞活动的结构。,膜 细胞 周围 的 覆盖物 细胞质 膜 和 细胞核 之间 的 区域 核 控制 细胞 活动 的 结构 ,18,2
37,核：它的内部有DNA \质膜：调节营养物质进入细胞\配子：\细胞质：,核 它 的 内部 有 DNA 质膜 调节 营养物质 进入 细胞 配子 细胞质 ,13,2
37,线粒体：负责在细胞中产生能量。核糖体：分配营养,线粒体 负责 在 细胞 中 产生 能量 核糖体 分配 营养 ,10,1
37,核控制细胞和膜,核 控制 细胞 和 膜 ,5,1
37,核，质膜，文库，核糖体，细胞质,核 质膜 文库 核糖体 细胞质 ,5,1
37,线粒体：提供能量\核仁：存储DNA \细胞质：保护,线粒体 提供 能量 核仁 存储 DNA 细胞质 保护 ,8,1
37,质膜，核，内质网，高尔基体，线粒体....,质膜 核 内质网 高尔基体 线粒体 ,5,1
37,细胞质（保护细胞器的胶状部分），质膜，细胞壁（保护细胞的壁），核（DNA）,细胞质 保护 细胞器 的 胶状 部分 质膜 细胞壁 保护 细胞 的 壁 核 DNA ,14,2
37,质膜-确定进入和离开细胞的物质，并保护细胞\细胞质-这是细胞器的位置\核-保护DNA,质膜 确定 进入 和 离开 细胞 的 物质 并 保护 细胞 细胞质 这是 细胞器 的 位置 核 保护 DNA ,19,3
37,细胞由细胞核和几个小部分组成。,细胞 由 细胞核 和 几个 小 部分 组成 ,8,0
37,质膜：选择进入细胞和离开细胞的细胞。\细胞器：每个具有特定功能以确保细胞正常运行\细胞质：细胞内部细胞器和细胞核的位置\细胞核：DNA或RNA的储存位置。,质膜 选择 进入 细胞 和 离开 细胞 的 细胞 细胞器 每个 具有 特定 功能 以 确保 细胞 正常 运行 细胞质 细胞 内部 细胞器 和 细胞核 的 位置 细胞核 DNA 或 RNA 的 储存 位置 ,34,3
37,质膜-涂层，保护和选择性渗透性\细胞质-填充细胞内部\核糖体-蛋白质合成\核-负责所有细胞功能,质膜 涂层 保护 和 选择性 渗透性 细胞质 填充 细胞 内部 核糖体 蛋白质 合成 核 负责 所有 细胞 功能 ,18,3
37,内质网：在细胞内运输物质，线粒体：产生能量，核糖体=产生蛋白质，高尔基体复合物=存储并从细胞中去除物质，核=控制中心和细胞质：填充内部。,内质网 在 细胞 内 运输 物质 线粒体 产生 能量 核糖体 产生 蛋白质 高尔基体 复合物 存储 并 从 细胞 中 去除 物质 核 控制中心 和 细胞质 填充 内部 ,27,2
37,血浆膜能，细胞质推进蛋白质，细胞核是细胞的中心,血浆 膜 能 细胞质 推进 蛋白质 细胞核 是 细胞 的 中心 ,11,0
37,基本上，一个细胞具有三个基本部分：•质膜：围绕细胞的“盖子”。\ Nucleo：控制细胞活动的结构。\细胞质：是膜和细胞核的区域。,基本上 一个 细胞 具有 三个 基本 部分 质膜 围绕 细胞 的 盖子 Nucleo 控制 细胞 活动 的 结构 细胞质 是 膜 和 细胞核 的 区域 ,25,2
37,核质膜和细胞质\核控制细胞\膜围绕细胞控制离开和进入的一切\细胞质,核 质膜 和 细胞质 核 控制 细胞 膜 围绕 细胞 控制 离开 和 进入 的 一切 细胞质 ,17,1
37,核，细胞器等 它的功能是保护系统并将营养带入血液,核 细胞器 等 它 的 功能 是 保护 系统 并 将 营养 带入 血液 ,14,1
37,线粒体：从营养物质中提取能量：g复合物：它们是细胞器，储存在细胞器中，直到被拉出细胞；核：是细胞控制中心；溶酶体：是小包装的酶；P. =膜是包围细胞并调节进入和离开的所有物质的膜,线粒体 从 营养物质 中 提取 能量 g 复合物 它们 是 细胞器 储存 在 细胞器 中 直到 被拉出 细胞 核 是 细胞 控制中心 溶酶体 是 小包装 的 酶 P 膜 是 包围 细胞 并 调节 进入 和 离开 的 所有 物质 的 膜 ,42,2
37,主要部分是围绕细胞核的细胞质，细胞骨架，形成细胞的结构框架，内质网，运输分子和细胞核，是细胞的指挥中心。,主要 部分 是 围绕 细胞核 的 细胞质 细胞骨架 形成 细胞 的 结构 框架 内质网 运输 分子 和 细胞核 是 细胞 的 指挥 中心 ,23,2
37,细胞质，质膜,细胞质 质膜 ,2,0
37,核：所有遗传物质（DNA）所在的位置细胞质：填充细胞的部分。,核 所有 遗传物质 DNA 所在 的 位置 细胞质 填充 细胞 的 部分 ,12,1
37,质膜，细胞质和细胞核\质膜：控制进入和离开的人\细胞质：保护细胞核\细胞核：携带遗传信息,质膜 细胞质 和 细胞核 质膜 控制 进入 和 离开 的 人 细胞质 保护 细胞核 细胞核 携带 遗传信息 ,17,2
37,细胞核控制细胞器并具有遗传物质，细胞质位于细胞器所在的位置，质膜保护细胞，线粒体为细胞提供能量，核糖体合成蛋白质，叶绿体进行光合作用。,细胞核 控制 细胞器 并 具有 遗传物质 细胞质 位于 细胞器 所在 的 位置 质膜 保护 细胞 线粒体 为 细胞 提供 能量 核糖体 合成 蛋白质 叶绿体 进行 光合作用 ,26,2
37,细胞核储存DNA，细胞质储存细胞的液体，质膜保护细胞免受寄生虫侵害并吸收营养。植物中的叶绿体可以进行光合作用。,细胞核 储存 DNA 细胞质 储存 细胞 的 液体 质膜 保护 细胞 免受 寄生虫 侵害 并 吸收 营养 植物 中 的 叶绿体 可以 进行 光合作用 ,24,1
37,文库，核，核仁，纺锤状纤维,文库 核 核仁 纺锤 状 纤维 ,6,0
37,质膜：保护和限制细胞，允许某些物质通过\细胞质：细胞器周围细胞的一部分\核：控制遗传物质所在细胞的部分,质膜 保护 和 限制 细胞 允许 某些 物质 通过 细胞质 细胞器 周围 细胞 的 一部分 核 控制 遗传物质 所在 细胞 的 部分 ,22,3
37,质膜，文库，核，细胞器，细胞壁。质膜：允许物质进入细胞，核：细胞的心脏,质膜 文库 核 细胞器 细胞壁 质膜 允许 物质 进入 细胞 核 细胞 的 心脏 ,14,3
38,上皮组织也称为上皮，由紧密连接的细胞形成，细胞之间几乎没有物质。它存在于皮肤中，并在胃，心脏，支气管等器官腔中分布。它可以阻止可能侵入人体并使我们生病的病原体。,上皮组织 也 称为 上皮 由 紧密连接 的 细胞 形成 细胞 之间 几乎 没有 物质 它 存在 于 皮肤 中 并 在 胃 心脏 支气管 等 器官 腔 中 分布 它 可以 阻止 可能 侵入 人体 并 使 我们 生病 的 病原体 ,41,1
38,紧密连接，它们使身体由里到外衬里。它可以阻止病菌入侵并离开病菌（病毒，细菌和真菌）,紧密连接 它们 使 身体 由里 到 外 衬里 它 可以 阻止 病菌 入侵 并 离开 病菌 病毒 细菌 和 真菌 ,20,1
38,还有一个腺体,还有 一个 腺体 ,3,0
38,它是由相互连接的，几乎没有材料的电池组成的,它 是 由 相互连接 的 几乎 没有 材料 的 电池 组成 的 ,12,1
38,他们保护血液，保护身体,他们 保护 血液 保护 身体 ,5,2
38,不知道,不 知道 ,2,0
38,上皮组织在体内执行各种功能，例如保护身体（皮肤），吸收有用的物质（肠上皮）和感觉（皮肤），具体取决于它们所在的器官。,上皮组织 在 体内 执行 各种 功能 例如 保护 身体 皮肤 吸收 有用 的 物质 肠 上皮 和 感觉 皮肤 具体 取决于 它们 所在 的 器官 ,25,2
38,保护内脏。,保护 内脏 ,2,1
38,支持器官的上皮组织,支持 器官 的 上皮组织 ,4,0
38,。,,0,0
38,上皮组织是皮肤组织。,上皮组织 是 皮肤 组织 ,4,1
38,它的特点是非常接近。,它 的 特点 是 非常 接近 ,6,1
38,是形成皮肤的组织,是 形成 皮肤 的 组织 ,5,2
38,--,,0,0
38,。,,0,0
38,不知道,不 知道 ,2,0
38,这是一个细胞器,这是 一个 细胞器 ,3,0
38,不知道,不 知道 ,2,0
38,涉及骨骼，帮助运动，储存钙。,涉及 骨骼 帮助 运动 储存 钙 ,6,0
38,不知道,不 知道 ,2,0
38,一个重要的特征是它们不包含血管及其营养，也不会通过氧气,一个 重要 的 特征 是 它们 不 包含 血管 及其 营养 也 不会 通过 氧气 ,15,1
38,保护器官,保护 器官 ,2,1
38,覆盖器官,覆盖 器官 ,2,2
38,积累脂肪，然后转化为能量,积累 脂肪 然后 转化 为 能量 ,6,0
38,它有三层，是人体最大的器官,它 有 三层 是 人体 最大 的 器官 ,8,1
38,它是形成皮肤的一层以上的织物,它 是 形成 皮肤 的 一层 以上 的 织物 ,9,2
38,单元之间的空间很小，单元的形状可变,单元 之间 的 空间 很小 单元 的 形状 可变 ,9,1
38,特点是它保护肌肉，器官,特点 是 它 保护 肌肉 器官 ,6,1
38,少量的细胞间物质并具有重叠的细胞。没有血管,少量 的 细胞 间 物质 并 具有 重叠 的 细胞 没有 血管 ,12,2
38,给人体带来感觉？...,给 人体 带来 感觉 ,4,0
38,紧密簇集的电池组件从外部和内部在衬里。它可以阻止细菌侵入人体，使我们生病。,紧密 簇集 的 电池组 件 从 外部 和 内部 在 衬里 它 可以 阻止 细菌 侵入 人体 使 我们 生病 ,20,1
38,上皮组织形成皮肤，由方形和扁平细胞形成，其功能是保护身体。,上皮组织 形成 皮肤 由 方形 和 扁平 细胞 形成 其 功能 是 保护 身体 ,14,1
38,细胞太靠近而没有细胞物质,细胞 太 靠近 而 没有 细胞 物质 ,7,1
38,海绵状，保护免受抗体侵害,海绵状 保护 免受 抗体 侵害 ,5,0
38,不知道。,不 知道 ,2,0
38,它的功能是在两个隔室之间涂覆表面，混凝土分子并传输分子或离子。,它 的 功能 是 在 两个 隔室 之间 涂覆 表面 混凝土 分子 并 传输 分子 或 离子 ,17,1
38,保护内脏,保护 内脏 ,2,1
38,它是由血液制成的，被输送到其他器官,它 是 由 血液 制成 的 被 输送到 其他 器官 ,10,0
38,它可以交换营养,它 可以 交换 营养 ,4,0
38,上皮组织控制细胞,上皮组织 控制 细胞 ,3,0
38,上皮组织的特征是它保护身体，保持体温等。,上皮组织 的 特征 是 它 保护 身体 保持 体温 等 ,10,1
38,它保护我们的生物体，使其免受某些杂质的侵害，使皮肤具有再生特性,它 保护 我们 的 生物体 使 其 免受 某些 杂质 的 侵害 使 皮肤 具有 再生 特性 ,17,1
38,它被发现衬里器官，以及负责腺体的形成。它的起源可以来自外胚层，中胚层或内胚层。,它 被 发现 衬里 器官 以及 负责 腺体 的 形成 它 的 起源 可以 来自 外胚层 中胚层 或 内 胚层 ,20,2
38,它是由紧密结合的细胞形成的，细胞之间只有少量物质。,它 是 由 紧密结合 的 细胞 形成 的 细胞 之间 只有 少量 物质 ,13,1
38,上皮组织位于人体中，负责系统的组成,上皮组织 位于 人体 中 负责 系统 的 组成 ,8,0
38,还有一个颗粒,还有 一个 颗粒 ,3,0
38,许多关节细胞间物质很少,许多 关节 细胞 间 物质 很少 ,6,1
38,负责保护,负责 保护 ,2,2
38,我记不起来,我 记不起来 ,2,0
38,它由无数的细胞组成，一直在自我更新，是人体最大的器官。,它 由 无数 的 细胞 组成 一直 在 自我 更新 是 人体 最大 的 器官 ,15,1
38,保护内脏,保护 内脏 ,2,1
38,不知道,不 知道 ,2,0
38,上皮组织除了具有对于消化系统非常特殊的细胞外，还具有分布大的特征。,上皮组织 除了 具有 对于 消化系统 非常 特殊 的 细胞 外 还 具有 分布 大 的 特征 ,16,0
38,上皮组织有助于细胞的形成,上皮组织 有助于 细胞 的 形成 ,5,0
38,上皮组织由并列的细胞形成，排列在人体的外表面和人体器官的外腔中,上皮组织 由 并列 的 细胞 形成 排列 在 人体 的 外 表面 和 人体器官 的 外腔 中 ,17,2
38,是在肌肉中形成的组织，以便可以拉伸,是 在 肌肉 中 形成 的 组织 以便 可以 拉伸 ,10,0
38,皮肤形成,皮肤 形成 ,2,1
38,紧密结合在一起的细胞在体内外排列的一组细胞，可以阻止试图侵入人体并使我们生病的细菌。,紧密结合 在 一起 的 细胞 在 体内 外 排列 的 一组 细胞 可以 阻止 试图 侵入 人体 并 使 我们 生病 的 细菌 ,23,1
38,上皮组织有助于生物体的组成。,上皮组织 有助于 生物体 的 组成 ,5,0
38,一组紧密连接的单元格，其内部和外部覆盖身体。它可以阻止试图侵入人体并使我们生病的细菌（病毒，细菌和真菌）的屏障。,一组 紧密连接 的 单元格 其 内部 和 外部 覆盖 身体 它 可以 阻止 试图 侵入 人体 并 使 我们 生病 的 细菌 病毒 细菌 和 真菌 的 屏障 ,28,1
38,不知道,不 知道 ,2,0
38,照顾疼痛器官,照顾 疼痛 器官 ,3,1
38,我不记得了,我 不 记得 了 ,4,0
38,。,,0,0
38,保护人体的内脏器官,保护 人体 的 内脏器官 ,4,1
38,上皮组织的主要特征是：其细胞之间保持很小的空间，因此，它们并列放置。其细胞与邻近的上皮细胞建立许多胞间连接。细胞之间的细胞外物质很少,上皮组织 的 主要 特征 是 其 细胞 之间 保持 很小 的 空间 因此 它们 并列 放置 其 细胞 与 邻近 的 上皮细胞 建立 许多 胞 间连接 细胞 之间 的 细胞 外 物质 很少 ,33,2
38,不知道,不 知道 ,2,0
38,呼吸皮肤,呼吸 皮肤 ,2,0
38,上皮组织有3层，其再生快，细胞间液少，位于汗腺中，该组织形成皮肤。,上皮组织 有 层 其 再生 快 细胞 间 液少 位于 汗腺 中 该 组织 形成 皮肤 ,16,3
38,它是人体中最大的组织，是人体的第一道防御手段，在那里它们呈现出触觉，一种感觉特征。,它 是 人体 中 最大 的 组织 是 人体 的 第一道 防御 手段 在 那里 它们 呈现出 触觉 一种 感觉 特征 ,21,1
38,它保护器官，有多个层次，并包含静脉系统。,它 保护 器官 有 多个 层次 并 包含 静脉 系统 ,10,1
38,不知道,不 知道 ,2,0
38,上皮组织是有效的保护剂，可抵御外部侵害并排泄内部碎片,上皮组织 是 有效 的 保护剂 可 抵御 外部 侵害 并 排泄 内部 碎片 ,13,1
38,和腺体,和 腺体 ,2,0
38,不知道,不 知道 ,2,0
38,不知道,不 知道 ,2,0
38,保护内脏,保护 内脏 ,2,1
38,它涉及骨骼并帮助运动。,它 涉及 骨骼 并 帮助 运动 ,6,0
38,上皮组织是具有非常重要作用的组织：它保护其他层免受紫外线伤害，以免灼伤受到太阳伤害的最敏感层,上皮组织 是 具有 非常 重要 作用 的 组织 它 保护 其他 层 免受 紫外线 伤害 以免 灼伤 受到 太阳 伤害 的 最 敏感 层 ,24,1
38,上皮组织由生物体细胞组成,上皮组织 由 生物体 细胞 组成 ,5,1
38,上皮细胞具有质膜,上皮细胞 具有 质膜 ,3,1
38,它命令和引导单元格，同时具有自己的功能。,它 命令 和 引导 单元格 同时 具有 自己 的 功能 ,10,0
38,的,的 ,1,0
38,它们覆盖人体并具有保护功能。,它们 覆盖 人体 并 具有 保护 功能 ,7,1
38,它由连接良好的单元和很少的材料组成。它放置在皮肤上以及器官腔外部。,它 由 连接 良好 的 单元 和 很少 的 材料 组成 它 放置 在 皮肤 上 以及 器官 腔 外部 ,20,1
38,由几个单元的联合形成的。,由 几个 单元 的 联合 形成 的 ,7,1
38,上皮组织对应于具有几层并保护身体内部的生物的皮肤。,上皮组织 对应 于 具有 几层 并 保护 身体 内部 的 生物 的 皮肤 ,13,1
38,保护我们的身体免受不良外部环境的伤害,保护 我们 的 身体 免受 不良 外部环境 的 伤害 ,9,1
38,这是腺体,这是 腺体 ,2,0
38,不知道,不 知道 ,2,0
38,我不知道 ;-;,我 不 知道 ,3,0
38,保护器官。,保护 器官 ,2,1
38,它起到保护血液的作用。,它 起到 保护 血液 的 作用 ,6,0
38,面包,面包 ,1,0
38,上皮组织就在皮肤下面。,上皮组织 就 在 皮肤 下面 ,5,0
38,e,e ,1,0
38,它由紧密结合的细胞形成，细胞间几乎没有物质，存在于皮肤中，覆盖胃，心脏，支气管等器官腔。,它 由 紧密结合 的 细胞 形成 细胞 间 几乎 没有 物质 存在 于 皮肤 中 覆盖 胃 心脏 支气管 等 器官 腔 ,22,1
38,它是有助于骨骼结构的组织，使我们能够移动而不会跌落,它 是 有助于 骨骼 结构 的 组织 使 我们 能够 移动 而 不会 跌落 ,14,0
38,控制上皮,控制 上皮 ,2,0
38,膜,膜 ,1,0
38,细胞群紧密连接，使身体由内而外排列。它可作为诱使身体致病的细菌之间的屏障。,细胞 群 紧密连接 使 身体 由内而外 排列 它 可 作为 诱使 身体 致病 的 细菌 之间 的 屏障 ,18,2
38,上皮组织对细菌，细菌和病毒形成屏障,上皮组织 对 细菌 细菌 和 病毒 形成 屏障 ,8,1
38,\ a具有收缩能力的骨组织长细胞\ b受四肢保护的空间的肌肉组织细胞\ c具有收缩能力的软骨组织长细胞\ d上皮组织细胞非常紧密地结合在一起，没有细胞间的物质,a 具有 收缩 能力 的 骨组织 长 细胞 b 受 四肢 保护 的 空间 的 肌肉组织 细胞 c 具有 收缩 能力 的 软骨 组织 长 细胞 d 上皮组织 细胞 非常 紧密 地 结合 在 一起 没有 细胞 间 的 物质 ,40,1
38,它的细胞彼此非常接近,它 的 细胞 彼此 非常 接近 ,6,2
38,我不知道,我 不 知道 ,3,0
38,它是围绕骨头的组织。,它 是 围绕 骨头 的 组织 ,6,0
38,它存在于骨头中,它 存在 于 骨头 中 ,5,0
38,保护,保护 ,1,1
38,。,,0,0
38,它们是由附近的单元形成的，它们迅速相互替换。,它们 是 由 附近 的 单元 形成 的 它们 迅速 相互 替换 ,12,3
38,它是人体最大的器官，紧挨着细胞。,它 是 人体 最大 的 器官 紧 挨着 细胞 ,9,0
38,要求身体内外。,要求 身体 内外 ,3,0
38,它具有毛孔，可防止血液与外界环境接触。,它 具有 毛孔 可 防止 血液 与 外界 环境 接触 ,10,0
38,细胞紧密结合而没有细胞间物质,细胞 紧密结合 而 没有 细胞 间 物质 ,7,1
38,不知道,不 知道 ,2,0
38,它是由紧密结合的细胞和细胞之间很少的物质形成的。阻止外国特工,它 是 由 紧密结合 的 细胞 和 细胞 之间 很少 的 物质 形成 的 阻止 外国 特工 ,17,1
38,在骨头和肌肉之间,在 骨头 和 肌肉 之间 ,5,0
38,X,X ,1,0
38,再生伤口,再生 伤口 ,2,0
38,保护器官,保护 器官 ,2,1
38,皮肤组织,皮肤 组织 ,2,1
38,制作这种组织是为了保护人类皮肤的动物皮肤,制作 这种 组织 是 为了 保护 人类 皮肤 的 动物 皮肤 ,11,0
38,不含细胞间材料的垫片,不 含 细胞 间 材料 的 垫片 ,7,1
38,神经组织，上皮组织，肌肉组织,神经 组织 上皮组织 肌肉组织 ,4,0
38,它是由神经细胞形成的。,它 是 由 神经细胞 形成 的 ,6,0
38,它具有足够的细胞间物质，除其他功能外还可以保护身体,它 具有 足够 的 细胞 间 物质 除 其他 功能 外 还 可以 保护 身体 ,15,0
38,细胞非常紧密，组织很少，胞外物质很少,细胞 非常 紧密 组织 很少 胞外 物质 很少 ,8,1
38,面食：\ 1/2杯油（茶）\ 3磨碎的中型胡萝卜\ \ 4鸡蛋\ \ 2杯（茶）糖\ \ 2和1/2杯（茶）小麦粉\ 1汤匙发酵粉（汤）,面食 杯油 茶 磨碎 的 中型 胡萝卜 鸡蛋 杯 茶 糖 和 杯 茶 小麦粉 汤匙 发酵粉 汤 ,18,0
38,这是腺体,这是 腺体 ,2,0
38,这是腺体,这是 腺体 ,2,0
38,上皮组织是由内而外的衬里，就像屏障一样，可以保护免受试图侵入人体的细菌的侵害,上皮组织 是 由内而外 的 衬里 就 像 屏障 一样 可以 保护 免受 试图 侵入 人体 的 细菌 的 侵害 ,19,1
38,保护大脑,保护 大脑 ,2,0
38,它有3层，再生,它 有 层 再生 ,4,1
38,土豆。,土豆 ,1,0
38,.............................,,0,0
38,上皮组织的特征在于其对人体的保护功能,上皮组织 的 特征 在于 其 对 人体 的 保护 功能 ,10,1
38,正确答案,正确 答案 ,2,0
38,它负责腺体的形成,它 负责 腺体 的 形成 ,5,0
38,保护和衬里（皮肤）； \分泌物（胃）； \分泌物和吸收物（肠）； \防水剂（膀胱）。,保护 和 衬里 皮肤 分泌物 胃 分泌物 和 吸收 物 肠 防水剂 膀胱 ,13,1
38,上皮组织形成皮肤,上皮组织 形成 皮肤 ,3,1
38,它具有粘膜壁，神经和皮肤,它 具有 粘膜 壁 神经 和 皮肤 ,7,1
38,它是紧密结合在一起的一组单元格，将身体从里到外排列在一起。它可以阻止细菌侵入人体，使我们生病（病毒，细菌和真菌）。,它 是 紧密结合 在 一起 的 一组 单元格 将 身体 从里到外 排列 在 一起 它 可以 阻止 细菌 侵入 人体 使 我们 生病 病毒 细菌 和 真菌 ,27,1
38,能量储备,能量 储备 ,2,0
38,上皮组织细胞自行维持。,上皮组织 细胞 自行 维持 ,4,0
38,上皮组织形成我们的外层皮肤。,上皮组织 形成 我们 的 外层 皮肤 ,6,2
38,一组紧密连接的单元格，其内部和外部覆盖身体。它可以作为试图侵入人体并使我们生病的细菌之间的屏障。,一组 紧密连接 的 单元格 其 内部 和 外部 覆盖 身体 它 可以 作为 试图 侵入 人体 并 使 我们 生病 的 细菌 之间 的 屏障 ,25,1
38,细胞之间的空间很小，位于细胞内连接处，细胞中几乎没有多余的物质。,细胞 之间 的 空间 很小 位于 细胞 内 连接处 细胞 中 几乎 没有 多余 的 物质 ,16,1
38,是皮肤的第一层，毛在哪里，丘疹就在那里诞生,是 皮肤 的 第一层 毛在 哪里 丘疹 就 在 那里 诞生 ,11,1
38,.......................,,0,0
38,防护，涂层。,防护 涂层 ,2,3
38,保护和包裹肌肉,保护 和 包裹 肌肉 ,4,1
38,最靠近皮肤的组织q感觉到的东西,最靠近 皮肤 的 组织 q 感觉 到 的 东西 ,9,0
38,上皮组织的特征是细胞内物质少，细胞呈高度统一。,上皮组织 的 特征 是 细胞 内 物质 少 细胞 呈 高度 统一 ,12,2
38,斯纳格,斯 纳格 ,2,0
38,塑造皮肤,塑造 皮肤 ,2,1
38,使身体内里外里，防止细菌入侵我们的身体。,使 身体 内 里外里 防止 细菌 入侵 我们 的 身体 ,10,1
38,上皮组织的特点是细胞间物质少，细胞呈高度统一,上皮组织 的 特点 是 细胞 间 物质 少 细胞 呈 高度 统一 ,12,3
38,具有加热该层下的物质的功能,具有 加热 该层 下 的 物质 的 功能 ,8,0
38,它们是连接在一起的细胞，构成身体的衬里。,它们 是 连接 在 一起 的 细胞 构成 身体 的 衬里 ,11,1
38,上皮组织形成动物的皮肤,上皮组织 形成 动物 的 皮肤 ,5,1
38,一组紧密结合的细胞，使身体从里到外衬里。它可作为试图侵入人体并使我们生病的细菌之间的屏障,一组 紧密结合 的 细胞 使 身体 从里到外 衬里 它 可 作为 试图 侵入 人体 并 使 我们 生病 的 细菌 之间 的 屏障 ,23,1
38,除了负责腺体的形成等，还发现它覆盖了生物。,除了 负责 腺体 的 形成 等 还 发现 它 覆盖 了 生物 ,12,1
38,骨骼组织长细胞具有收缩能力。\\肢体保护的肌肉组织细胞\\软骨组织具有收缩能力的组织长细胞\\上皮组织细胞非常紧密，没有细胞间物质,骨骼 组织 长 细胞 具有 收缩 能力 肢体 保护 的 肌肉组织 细胞 软骨 组织 具有 收缩 能力 的 组织 长 细胞 上皮组织 细胞 非常 紧密 没有 细胞 间 物质 ,29,1
38,不知道,不 知道 ,2,0
38,再生/细胞内液/愈合,再生 细胞 内液 愈合 ,4,1
38,保护人体,保护 人体 ,2,1
38,还有皮肤。她是所有人中最大的牢房。,还有 皮肤 她 是 所有人 中 最大 的 牢房 ,9,0
38,上皮组织的主要功能是覆盖身体的外表面，其特征是：很少有细胞外，无血管，组织细胞物质，具有神经供应和有丝分裂。,上皮组织 的 主要 功能 是 覆盖 身体 的 外 表面 其 特征 是 很少 有 细胞 外 无 血管 组织细胞 物质 具有 神经 供应 和 有丝分裂 ,26,1
38,上皮组织具有细长的细胞。,上皮组织 具有 细长 的 细胞 ,5,0
38,上皮是皮肤组织,上皮 是 皮肤 组织 ,4,1
38,不知道,不 知道 ,2,0
38,除其他功能外，它还可以保护人体免受外部危险并产生分泌物。,除 其他 功能 外 它 还 可以 保护 人体 免受 外部 危险 并 产生 分泌物 ,15,1
38,上皮组织形成器官,上皮组织 形成 器官 ,3,0
38,紧密结合的细胞组成的一组，构成身体内膜。它可以对抗试图侵入我们身体的细菌。,紧密结合 的 细胞 组成 的 一组 构成 身体 内膜 它 可以 对抗 试图 侵入 我们 身体 的 细菌 ,18,1
38,细胞之间缺乏空间，缺乏血管形成和细胞更新，并且能够保护人体免受病毒和面包店的侵害,细胞 之间 缺乏 空间 缺乏 血管 形成 和 细胞 更新 并且 能够 保护 人体 免受 病毒 和 面包店 的 侵害 ,20,3
38,不知道,不 知道 ,2,0
38,细胞非常潮湿，没有血管。,细胞 非常 潮湿 没有 血管 ,5,1
38,它是由紧密结合的细胞形成的组织，可作为抵抗细菌，病毒和真菌的屏障。,它 是 由 紧密结合 的 细胞 形成 的 组织 可 作为 抵抗 细菌 病毒 和 真菌 的 屏障 ,18,1
38,保护，吸收，分泌和排泄。,保护 吸收 分泌 和 排泄 ,5,0
38,您的细胞比其他组织更具抵抗力，并且比其他组织更具结合力,您 的 细胞 比 其他 组织 更具 抵抗力 并且 比 其他 组织 更具 结合力 ,14,1
38,上皮组织的特征是非常紧密的细胞,上皮组织 的 特征 是 非常 紧密 的 细胞 ,8,1
38,保护人体免受疾病侵害。,保护 人体 免受 疾病 侵害 ,5,1
38,..,,0,0
38,它负责元腺的形成,它 负责 元腺 的 形成 ,5,0
38,不知道,不 知道 ,2,0
38,是围绕真皮，表皮和血管的一层皮肤,是 围绕 真皮 表皮 和 血管 的 一层 皮肤 ,9,0
38,这是一种厚实的织物。,这是 一种 厚实 的 织物 ,5,1
38,一组紧密连接的单元格，使身体从里到外衬里。它可以作为阻止细菌侵入人体的屏障，使我们生病（细菌和真菌）,一组 紧密连接 的 单元格 使 身体 从里到外 衬里 它 可以 作为 阻止 细菌 侵入 人体 的 屏障 使 我们 生病 细菌 和 真菌 ,23,1
38,不知道,不 知道 ,2,0
38,具有收缩能力的骨组织长细胞，受四肢保护的空间的肌肉组织细胞，具有收缩能力的软骨组织长细胞。,具有 收缩 能力 的 骨组织 长 细胞 受 四肢 保护 的 空间 的 肌肉组织 细胞 具有 收缩 能力 的 软骨 组织 长 细胞 ,23,0
38,灵活,灵活 ,1,1
38,保持手机在一起,保持 手机 在 一起 ,4,1
38,它由几个相互连接的单元构成，它们之间几乎没有材料。,它 由 几个 相互连接 的 单元 构成 它们 之间 几乎 没有 材料 ,12,2
38,上皮组织的主要特征是：其细胞之间保持很小的空间，因此，它们并列放置。其细胞与邻近的上皮细胞建立许多胞间连接。细胞之间几乎没有细胞外物质。,上皮组织 的 主要 特征 是 其 细胞 之间 保持 很小 的 空间 因此 它们 并列 放置 其 细胞 与 邻近 的 上皮细胞 建立 许多 胞 间连接 细胞 之间 几乎 没有 细胞 外 物质 ,33,1
38,再生,再生 ,1,0
38,上皮组织对于人体来说是非常重要的组织，这有几个原因,上皮组织 对于 人体 来说 是 非常 重要 的 组织 这有 几个 原因 ,12,0
38,覆盖肌肉并保护它们,覆盖 肌肉 并 保护 它们 ,5,1
38,如果您的脸上蒙羞，您将努力工作，不要想要我,如果 您 的 脸上 蒙羞 您 将 努力 工作 不要 想要 我 ,12,0
38,上皮组织是人体中最大的组织，位于人体表面。它具有灵活性，对于保护其他组织和器官很重要。,上皮组织 是 人体 中 最大 的 组织 位于 人体 表面 它 具有 灵活性 对于 保护 其他 组织 和 器官 很 重要 ,21,1
