Question_ID,refence_text,answer_cut,words_num
48,疫苗的功能是通过小剂量的死病毒自身产生防御细胞，从而使人们免疫,疫苗 的 功能 是 通过 小剂量 的 死 病毒 自身 产生 防御 细胞 从而 使 人们 免疫 ,17
48,疫苗可以使防御细胞预先具有抵御入侵剂的经验，因此，当疾病确实存在时，防御细胞就会知道如何防御自己。,疫苗 可以 使 防御 细胞 预先 具有 抵御 入侵 剂 的 经验 因此 当 疾病 确实 存在 时 防御 细胞 就 会 知道 如何 防御 自己 ,26
48,疫苗刺激人体产生抗体，使人免疫。,疫苗 刺激 人体 产生 抗体 使人 免疫 ,7
48,疫苗是一种主动免疫。由于它们包含死亡或减毒病毒，它们诱导与疾病的初次接触，因此机体产生抗体，并且与抗原的第二次接触将受到“更好的保护”，因为它的反应更快，抗体数量也更多。 。,疫苗 是 一种 主动免疫 由于 它们 包含 死亡 或 减毒 病毒 它们 诱导 与 疾病 的 初次 接触 因此 机体 产生 抗体 并且 与 抗原 的 第二次 接触 将 受到 更好 的 保护 因为 它 的 反应 更 快 抗体 数量 也 更 多 ,44
49,因为它们有不同类型的营养,因为 它们 有 不同 类型 的 营养 ,7
49,每种食物都具有人体必需的营养。,每种 食物 都 具有 人体 必需 的 营养 ,8
49,因为食物分为不同的群体：监管者，能量消耗者和建造者。,因为 食物 分为 不同 的 群体 监管者 能量消耗 者 和 建造 者 ,12
49,每种食物都有特定的营养素。人体需要它们全部正常运转。例如，牛奶中有钙，肉中有蛋白质。,每种 食物 都 有 特定 的 营养素 人体 需要 它们 全部 正常 运转 例如 牛奶 中有 钙 肉 中 有 蛋白质 ,21
49,因为每种食物都含有维生素，矿物质，碳水化合物，不同的营养素，并且少吃点东西，我们才会有健康的饮食习惯,因为 每种 食物 都 含有 维生素 矿物质 碳水化合物 不同 的 营养素 并且 少吃点 东西 我们 才 会 有 健康 的 饮食习惯 ,21
49,我们的身体需要单一食物无法提供的不同营养,我们 的 身体 需要 单一 食物 无法 提供 的 不同 营养 ,11
49,因为食物在我们体内具有不同的功能。他们保护，提供能量并帮助增长。,因为 食物 在 我们 体内 具有 不同 的 功能 他们 保护 提供 能量 并 帮助 增长 ,16
49,因为均衡饮食和不同功能的食物可以为我们的身体带来健康。,因为 均衡 饮食 和 不同 功能 的 食物 可以 为 我们 的 身体 带来 健康 ,15
50,血液透析起到肾脏的作用，过滤血液并清除不纯物质,血液 透析 起到 肾脏 的 作用 过滤 血液 并 清除 不 纯 物质 ,13
50,它起到肾脏的作用，过滤掉血液中的杂质,它 起到 肾脏 的 作用 过滤 掉 血液 中 的 杂质 ,11
50,它过滤人的血液中肾脏不好，行使肾脏功能,它 过滤 人 的 血液 中 肾脏 不好 行使 肾脏 功能 ,11
50,这是从血液中过滤和纯化有害物质的过程。它起着肾脏的作用。,这 是从 血液 中 过滤 和 纯化 有害物质 的 过程 它 起 着 肾脏 的 作用 ,16
50,肾脏不起作用时过滤血液,肾脏 不起作用 时 过滤 血液 ,5
50,血液透析是机器清洁和过滤血液的过程，也就是说，这是患病肾脏无法做的工作的一部分。,血液 透析 是 机器 清洁 和 过滤 血液 的 过程 也就是说 这是 患病 肾脏 无法 做 的 工作 的 一部分 ,20
50,肾脏停止运作时过滤血液,肾脏 停止 运作 时 过滤 血液 ,6
50,当肾脏停止工作时，血液透析是一种治疗选择，可让您从体内清除毒素和多余的水分。,当 肾脏 停止 工作 时 血液 透析 是 一种 治疗 选择 可 让 您 从 体内 清除 毒素 和 多余 的 水分 ,22
